year,degree,work,age,job_satisfied,happy,sex,age_range
1972,high school,NA,26,a little dissatisfied,pretty happy,male,age 20-39
1972,less than high school,NA,50,moderately satisfied,pretty happy,female,age 40-59
1972,high school,yes,32,NA,pretty happy,female,age 20-39
1972,less than high school,NA,56,very satisfied,not too happy,female,age 40-59
1972,high school,NA,26,moderately satisfied,pretty happy,male,age 20-39
1972,high school,NA,30,moderately satisfied,pretty happy,female,age 20-39
1972,less than high school,yes,83,NA,not too happy,male,age 80-100
1972,high school,NA,26,very satisfied,pretty happy,female,age 20-39
1972,less than high school,NA,20,a little dissatisfied,pretty happy,male,age 20-39
1972,less than high school,NA,41,moderately satisfied,very happy,male,age 40-59
1972,less than high school,yes,56,NA,not too happy,female,age 40-59
1972,less than high school,no,83,NA,pretty happy,female,age 80-100
1972,less than high school,no,27,NA,very happy,female,age 20-39
1972,less than high school,no,21,NA,not too happy,female,age 20-39
1972,high school,no,19,NA,very happy,male,age 1-19
1972,high school,NA,41,very satisfied,very happy,male,age 40-59
1972,high school,NA,35,very satisfied,very happy,male,age 20-39
1972,less than high school,no,57,NA,pretty happy,female,age 40-59
1972,high school,no,42,NA,pretty happy,female,age 40-59
1972,less than high school,no,54,NA,very happy,female,age 40-59
1972,high school,no,24,NA,pretty happy,female,age 20-39
1972,less than high school,NA,62,very satisfied,very happy,male,age 60-79
1972,less than high school,NA,39,very satisfied,pretty happy,male,age 20-39
1972,NA,NA,24,very satisfied,very happy,male,age 20-39
1972,high school,yes,66,NA,very happy,female,age 60-79
1972,high school,NA,55,very satisfied,pretty happy,male,age 40-59
1972,high school,no,25,NA,pretty happy,male,age 20-39
1972,high school,NA,61,moderately satisfied,pretty happy,female,age 60-79
1972,less than high school,NA,62,moderately satisfied,very happy,female,age 60-79
1972,graduate,NA,29,very satisfied,very happy,male,age 20-39
1972,bachelor's,NA,27,moderately satisfied,pretty happy,male,age 20-39
1972,high school,NA,44,very satisfied,pretty happy,female,age 40-59
1972,high school,NA,44,moderately satisfied,very happy,male,age 40-59
1972,high school,NA,34,very satisfied,not too happy,female,age 20-39
1972,less than high school,NA,23,moderately satisfied,very happy,male,age 20-39
1972,high school,NA,58,NA,pretty happy,female,age 40-59
1972,bachelor's,yes,24,NA,very happy,male,age 20-39
1972,less than high school,NA,34,very satisfied,very happy,female,age 20-39
1972,high school,no,42,NA,very happy,female,age 40-59
1972,high school,yes,32,NA,very happy,female,age 20-39
1972,less than high school,NA,52,very satisfied,pretty happy,male,age 40-59
1972,high school,NA,22,very satisfied,pretty happy,female,age 20-39
1972,less than high school,NA,35,very satisfied,not too happy,female,age 20-39
1972,high school,NA,45,moderately satisfied,not too happy,male,age 40-59
1972,less than high school,yes,30,NA,very happy,female,age 20-39
1972,less than high school,yes,35,NA,very happy,female,age 20-39
1972,less than high school,NA,36,very satisfied,very happy,male,age 20-39
1972,less than high school,NA,57,a little dissatisfied,very happy,male,age 40-59
1972,bachelor's,NA,28,very satisfied,pretty happy,male,age 20-39
1972,bachelor's,NA,42,very satisfied,very happy,female,age 40-59
1972,high school,no,23,NA,pretty happy,female,age 20-39
1972,high school,yes,53,NA,not too happy,female,age 40-59
1972,high school,NA,22,very satisfied,very happy,male,age 20-39
1972,high school,NA,60,very satisfied,pretty happy,male,age 60-79
1972,high school,NA,56,very satisfied,very happy,male,age 40-59
1972,high school,NA,24,a little dissatisfied,pretty happy,male,age 20-39
1972,high school,NA,26,very satisfied,pretty happy,male,age 20-39
1972,high school,NA,55,very satisfied,not too happy,female,age 40-59
1972,high school,NA,20,moderately satisfied,very happy,female,age 20-39
1972,high school,NA,30,very satisfied,very happy,male,age 20-39
1972,high school,yes,26,NA,pretty happy,female,age 20-39
1972,high school,NA,36,a little dissatisfied,pretty happy,female,age 20-39
1972,less than high school,no,42,NA,pretty happy,female,age 40-59
1972,bachelor's,NA,28,moderately satisfied,pretty happy,male,age 20-39
1972,high school,NA,54,very satisfied,very happy,male,age 40-59
1972,high school,NA,49,very satisfied,very happy,male,age 40-59
1972,high school,yes,30,NA,very happy,female,age 20-39
1972,bachelor's,NA,40,very satisfied,very happy,female,age 40-59
1972,high school,NA,55,moderately satisfied,very happy,male,age 40-59
1972,less than high school,yes,74,NA,not too happy,male,age 60-79
1972,less than high school,NA,48,moderately satisfied,not too happy,male,age 40-59
1972,high school,yes,63,NA,pretty happy,female,age 60-79
1972,less than high school,yes,72,NA,very happy,male,age 60-79
1972,less than high school,yes,30,NA,pretty happy,female,age 20-39
1972,less than high school,yes,78,NA,pretty happy,female,age 60-79
1972,less than high school,yes,44,NA,very happy,female,age 40-59
1972,high school,NA,48,very satisfied,pretty happy,male,age 40-59
1972,high school,yes,29,moderately satisfied,not too happy,female,age 20-39
1972,high school,yes,21,NA,pretty happy,male,age 20-39
1972,high school,NA,20,very satisfied,very happy,female,age 20-39
1972,high school,yes,52,NA,not too happy,female,age 40-59
1972,high school,NA,40,very satisfied,pretty happy,male,age 40-59
1972,bachelor's,NA,42,a little dissatisfied,not too happy,male,age 40-59
1972,high school,NA,54,a little dissatisfied,pretty happy,male,age 40-59
1972,high school,yes,43,NA,pretty happy,female,age 40-59
1972,high school,NA,25,very satisfied,very happy,male,age 20-39
1972,high school,yes,28,NA,not too happy,female,age 20-39
1972,high school,NA,43,very satisfied,pretty happy,female,age 40-59
1972,less than high school,NA,45,very satisfied,very happy,male,age 40-59
1972,high school,NA,48,very satisfied,pretty happy,female,age 40-59
1972,high school,yes,36,NA,pretty happy,female,age 20-39
1972,high school,NA,28,moderately satisfied,pretty happy,male,age 20-39
1972,high school,NA,27,very satisfied,very happy,male,age 20-39
1972,less than high school,yes,52,NA,very happy,female,age 40-59
1972,high school,no,20,NA,pretty happy,female,age 20-39
1972,high school,yes,28,NA,pretty happy,female,age 20-39
1972,less than high school,NA,38,very satisfied,pretty happy,male,age 20-39
1972,high school,NA,48,very satisfied,very happy,female,age 40-59
1972,less than high school,NA,47,very satisfied,not too happy,male,age 40-59
1972,high school,NA,59,moderately satisfied,pretty happy,male,age 40-59
1972,high school,NA,26,very satisfied,pretty happy,male,age 20-39
1972,high school,NA,63,very satisfied,not too happy,female,age 60-79
1972,less than high school,yes,80,NA,pretty happy,female,age 80-100
1972,high school,yes,68,NA,not too happy,female,age 60-79
1972,less than high school,NA,49,very satisfied,pretty happy,female,age 40-59
1972,high school,NA,21,a little dissatisfied,pretty happy,male,age 20-39
1972,less than high school,NA,27,very satisfied,very happy,female,age 20-39
1972,high school,NA,41,very satisfied,pretty happy,male,age 40-59
1972,high school,NA,31,very satisfied,pretty happy,male,age 20-39
1972,less than high school,NA,76,moderately satisfied,not too happy,male,age 60-79
1972,high school,NA,26,a little dissatisfied,pretty happy,male,age 20-39
1972,less than high school,yes,73,NA,not too happy,male,age 60-79
1972,less than high school,yes,49,NA,pretty happy,female,age 40-59
1972,less than high school,no,72,NA,very happy,female,age 60-79
1972,less than high school,NA,53,NA,pretty happy,female,age 40-59
1972,less than high school,NA,39,moderately satisfied,pretty happy,female,age 20-39
1972,high school,yes,31,NA,not too happy,female,age 20-39
1972,high school,NA,52,moderately satisfied,pretty happy,female,age 40-59
1972,less than high school,NA,61,moderately satisfied,pretty happy,male,age 60-79
1972,less than high school,yes,85,NA,pretty happy,male,age 80-100
1972,bachelor's,NA,54,NA,not too happy,male,age 40-59
1972,less than high school,NA,69,very satisfied,very happy,female,age 60-79
1972,less than high school,yes,65,NA,very happy,male,age 60-79
1972,high school,yes,41,NA,very happy,female,age 40-59
1972,less than high school,NA,58,moderately satisfied,very happy,male,age 40-59
1972,high school,yes,57,NA,pretty happy,female,age 40-59
1972,less than high school,NA,55,very satisfied,pretty happy,male,age 40-59
1972,high school,no,47,very satisfied,pretty happy,female,age 40-59
1972,less than high school,NA,60,very satisfied,very happy,male,age 60-79
1972,high school,NA,53,NA,very happy,male,age 40-59
1972,high school,NA,57,very satisfied,pretty happy,male,age 40-59
1972,bachelor's,NA,28,very satisfied,pretty happy,male,age 20-39
1972,high school,yes,48,NA,very happy,female,age 40-59
1972,high school,NA,51,very satisfied,not too happy,male,age 40-59
1972,less than high school,NA,33,moderately satisfied,very happy,female,age 20-39
1972,high school,yes,47,NA,pretty happy,female,age 40-59
1972,high school,yes,36,NA,very happy,female,age 20-39
1972,high school,NA,19,very satisfied,pretty happy,male,age 1-19
1972,high school,NA,26,moderately satisfied,pretty happy,male,age 20-39
1972,bachelor's,NA,25,a little dissatisfied,pretty happy,male,age 20-39
1972,less than high school,no,24,NA,very happy,female,age 20-39
1972,high school,yes,22,very satisfied,very happy,male,age 20-39
1972,high school,NA,25,moderately satisfied,pretty happy,female,age 20-39
1972,less than high school,yes,21,NA,pretty happy,female,age 20-39
1972,high school,NA,29,moderately satisfied,pretty happy,male,age 20-39
1972,high school,NA,26,very satisfied,not too happy,female,age 20-39
1972,high school,NA,21,moderately satisfied,very happy,male,age 20-39
1972,high school,NA,53,very satisfied,very happy,male,age 40-59
1972,less than high school,no,44,NA,pretty happy,female,age 40-59
1972,less than high school,no,46,NA,pretty happy,female,age 40-59
1972,high school,no,46,NA,very happy,female,age 40-59
1972,less than high school,no,60,NA,very happy,female,age 60-79
1972,less than high school,no,50,NA,pretty happy,female,age 40-59
1972,NA,NA,37,very satisfied,very happy,male,age 20-39
1972,less than high school,yes,76,NA,not too happy,male,age 60-79
1972,less than high school,no,41,NA,pretty happy,female,age 40-59
1972,less than high school,yes,24,NA,pretty happy,female,age 20-39
1972,less than high school,NA,33,a little dissatisfied,pretty happy,female,age 20-39
1972,high school,yes,49,NA,very happy,female,age 40-59
1972,less than high school,NA,22,moderately satisfied,very happy,male,age 20-39
1972,less than high school,yes,67,NA,pretty happy,male,age 60-79
1972,less than high school,yes,74,NA,very happy,male,age 60-79
1972,high school,NA,37,moderately satisfied,pretty happy,male,age 20-39
1972,less than high school,NA,45,very satisfied,very happy,female,age 40-59
1972,less than high school,NA,59,moderately satisfied,pretty happy,female,age 40-59
1972,high school,yes,65,NA,pretty happy,female,age 60-79
1972,less than high school,yes,67,NA,pretty happy,female,age 60-79
1972,less than high school,NA,66,moderately satisfied,not too happy,male,age 60-79
1972,bachelor's,NA,28,very satisfied,pretty happy,male,age 20-39
1972,high school,NA,37,a little dissatisfied,very happy,male,age 20-39
1972,bachelor's,yes,72,NA,not too happy,female,age 60-79
1972,associate/junior college,yes,22,NA,very happy,female,age 20-39
1972,high school,yes,60,NA,pretty happy,female,age 60-79
1972,less than high school,no,60,NA,pretty happy,female,age 60-79
1972,less than high school,NA,35,moderately satisfied,pretty happy,male,age 20-39
1972,high school,NA,60,very satisfied,not too happy,male,age 60-79
1972,bachelor's,yes,79,NA,pretty happy,male,age 60-79
1972,less than high school,NA,45,moderately satisfied,not too happy,male,age 40-59
1972,less than high school,NA,65,moderately satisfied,pretty happy,female,age 60-79
1972,high school,NA,45,moderately satisfied,not too happy,male,age 40-59
1972,high school,yes,65,NA,pretty happy,female,age 60-79
1972,associate/junior college,yes,22,very satisfied,pretty happy,female,age 20-39
1972,high school,yes,60,NA,pretty happy,male,age 60-79
1972,bachelor's,NA,38,moderately satisfied,pretty happy,male,age 20-39
1972,high school,NA,29,very satisfied,pretty happy,female,age 20-39
1972,high school,NA,26,a little dissatisfied,pretty happy,male,age 20-39
1972,high school,no,81,NA,pretty happy,female,age 80-100
1972,less than high school,yes,61,NA,very happy,female,age 60-79
1972,less than high school,no,71,NA,very happy,female,age 60-79
1972,high school,NA,26,moderately satisfied,pretty happy,male,age 20-39
1972,less than high school,yes,70,NA,pretty happy,male,age 60-79
1972,high school,NA,34,very satisfied,pretty happy,male,age 20-39
1972,less than high school,NA,48,moderately satisfied,pretty happy,male,age 40-59
1972,high school,yes,23,NA,very happy,female,age 20-39
1972,less than high school,NA,60,moderately satisfied,pretty happy,male,age 60-79
1972,less than high school,NA,33,a little dissatisfied,not too happy,male,age 20-39
1972,less than high school,no,52,NA,not too happy,female,age 40-59
1972,less than high school,yes,55,NA,pretty happy,female,age 40-59
1972,less than high school,no,21,NA,very happy,female,age 20-39
1972,high school,NA,26,very satisfied,very happy,male,age 20-39
1972,less than high school,yes,77,NA,pretty happy,female,age 60-79
1972,less than high school,yes,69,NA,pretty happy,female,age 60-79
1972,graduate,NA,25,NA,pretty happy,male,age 20-39
1972,high school,yes,43,NA,pretty happy,female,age 40-59
1972,high school,yes,77,NA,pretty happy,female,age 60-79
1972,less than high school,NA,65,NA,not too happy,male,age 60-79
1972,less than high school,NA,31,very satisfied,very happy,male,age 20-39
1972,less than high school,NA,65,very satisfied,very happy,male,age 60-79
1972,less than high school,NA,58,NA,not too happy,male,age 40-59
1972,high school,yes,63,NA,not too happy,female,age 60-79
1972,bachelor's,NA,74,very satisfied,not too happy,female,age 60-79
1972,high school,no,20,NA,pretty happy,male,age 20-39
1972,high school,NA,42,very satisfied,pretty happy,female,age 40-59
